Toss Fair_Probability Biased_Probability
1152 0.515625 0.672743
1153 0.515178 0.673027
1154 0.514731 0.673310
1155 0.514286 0.673593
1156 0.514706 0.673010
1157 0.514261 0.672429
1158 0.514680 0.671848
1159 0.515099 0.671268
1160 0.514655 0.671552
1161 0.514212 0.670973
1162 0.513769 0.671256
1163 0.514187 0.670679
1164 0.513746 0.670962
1165 0.514163 0.671245
1166 0.514580 0.671527
1167 0.514139 0.670951
1168 0.514555 0.671233
1169 0.514970 0.671514
1170 0.515385 0.670940
1171 0.515798 0.671221
1172 0.515358 0.671502
1173 0.515772 0.670929
1174 0.516184 0.671210
1175 0.516596 0.671489
1176 0.516156 0.671769
1177 0.515718 0.672048
1178 0.516129 0.672326
1179 0.516539 0.671756
1180 0.516102 0.672034
1181 0.515665 0.671465
1182 0.515228 0.670897
1183 0.515638 0.670330
1184 0.515203 0.670608
1185 0.514768 0.670886
1186 0.514334 0.671164
1187 0.514743 0.671441
1188 0.515152 0.671717
1189 0.515559 0.671993
1190 0.515966 0.671429
1191 0.515533 0.671704
1192 0.515940 0.671980
1193 0.516345 0.672255
1194 0.515913 0.671692
1195 0.516318 0.671967
1196 0.516722 0.672241
1197 0.517126 0.672515
1198 0.517529 0.672788
1199 0.517098 0.672227
1200 0.516667 0.672500
1201 0.516236 0.672773
1202 0.516639 0.673045
1203 0.517041 0.673317
1204 0.516611 0.673588
1205 0.517012 0.673029
1206 0.517413 0.672471
1207 0.517813 0.672742
1208 0.517384 0.673013
1209 0.516956 0.673284
1210 0.517355 0.673554
1211 0.516928 0.672998
1212 0.517327 0.673267
1213 0.516900 0.673537
1214 0.516474 0.673806
1215 0.516049 0.674074
1216 0.516447 0.674342
1217 0.516845 0.674610
1218 0.516420 0.674877
1219 0.515997 0.675144
1220 0.516393 0.674590
1221 0.515971 0.674038
1222 0.516367 0.674304
1223 0.516762 0.674571
1224 0.517157 0.674837
1225 0.516735 0.674286
1226 0.516313 0.674551
1227 0.516707 0.674817
1228 0.516287 0.675081
1229 0.515867 0.674532
1230 0.515447 0.674797
1231 0.515028 0.675061
1232 0.515422 0.675325
1233 0.515004 0.675588
1234 0.515397 0.675851
1235 0.514980 0.675304
1236 0.515372 0.675566
1237 0.515764 0.675829
1238 0.515347 0.676090
1239 0.514931 0.675545
1240 0.515323 0.675806
1241 0.515713 0.676068
1242 0.516103 0.676329
1243 0.516492 0.675784
1244 0.516881 0.675241
1245 0.517269 0.675502
1246 0.517657 0.674960
1247 0.518043 0.675221
1248 0.517628 0.674679
1249 0.518014 0.674940
1250 0.518400 0.674400
1251 0.517986 0.673861
1252 0.518371 0.674121
1253 0.518755 0.674381
1254 0.518341 0.674641
1255 0.518725 0.674900
1256 0.519108 0.674363
1257 0.519491 0.674622
1258 0.519873 0.674881
1259 0.519460 0.675139
1260 0.519048 0.675397
1261 0.518636 0.675654
1262 0.519017 0.675911
1263 0.518606 0.676168
1264 0.518987 0.676424
1265 0.519368 0.675889
1266 0.518957 0.676145
1267 0.519337 0.676401
1268 0.519716 0.676656
1269 0.520095 0.676911
1270 0.520472 0.677165
1271 0.520850 0.677419
1272 0.521226 0.677673
1273 0.521603 0.677926
1274 0.521193 0.677394
1275 0.521569 0.676863
1276 0.521160 0.677116
1277 0.521535 0.677369
1278 0.521127 0.677621
1279 0.521501 0.677091
1280 0.521094 0.676562
1281 0.521468 0.676815
1282 0.521841 0.677067
1283 0.521434 0.676539
1284 0.521028 0.676012
1285 0.520623 0.676265
1286 0.520995 0.675739
1287 0.521368 0.675991
1288 0.520963 0.676242
1289 0.521334 0.676493
1290 0.521705 0.675969
1291 0.522076 0.676220
1292 0.521672 0.676471
1293 0.522042 0.676721
1294 0.522411 0.676198
1295 0.522008 0.676448
1296 0.522377 0.675926
1297 0.522745 0.676176
1298 0.523112 0.676425
1299 0.522710 0.676674
1300 0.522308 0.676923
1301 0.522675 0.677171
1302 0.523041 0.676651
1303 0.522640 0.676899
1304 0.522239 0.676380
1305 0.521839 0.676628
1306 0.522205 0.676876
1307 0.522571 0.677123
1308 0.522171 0.676606
1309 0.522536 0.676853
1310 0.522137 0.677099
1311 0.521739 0.677346
1312 0.521341 0.677591
1313 0.520944 0.677837
1314 0.520548 0.678082
1315 0.520913 0.678327
1316 0.521277 0.678571
1317 0.520881 0.678815
1318 0.521244 0.678300
1319 0.521607 0.678544
1320 0.521970 0.678030
1321 0.522332 0.678274
1322 0.521936 0.678517
1323 0.522298 0.678760
1324 0.521903 0.679003
1325 0.521509 0.679245
1326 0.521870 0.679487
1327 0.522231 0.678975
1328 0.522590 0.679217
1329 0.522197 0.678706
1330 0.521805 0.678195
1331 0.521412 0.678437
1332 0.521772 0.678679
1333 0.521380 0.678920
1334 0.521739 0.679160
1335 0.522097 0.678652
1336 0.521707 0.678144
1337 0.522064 0.677636
1338 0.521674 0.677877
1339 0.522031 0.678118
1340 0.522388 0.678358
1341 0.522744 0.678598
1342 0.523100 0.678838
1343 0.522710 0.678332
1344 0.523065 0.678571
1345 0.522677 0.678067
1346 0.523031 0.678306
1347 0.523385 0.678545
1348 0.523739 0.678783
1349 0.523351 0.679021
1350 0.522963 0.679259
1351 0.523316 0.679497
1352 0.523669 0.679734
1353 0.524021 0.679231
1354 0.523634 0.678730
1355 0.523985 0.678967
1356 0.523599 0.679204
1357 0.523213 0.678703
1358 0.522828 0.678940
1359 0.522443 0.679176
1360 0.522794 0.679412
1361 0.522410 0.678913
1362 0.522761 0.679148
1363 0.523111 0.678650
1364 0.523460 0.678886
1365 0.523810 0.679121
1366 0.523426 0.679356
1367 0.523043 0.679590
1368 0.523392 0.679094
1369 0.523009 0.678598
1370 0.523358 0.678102
1371 0.523705 0.678337
1372 0.524052 0.678571
1373 0.523671 0.678077
1374 0.523290 0.678311
1375 0.522909 0.678545
1376 0.523256 0.678779
1377 0.523602 0.679012
1378 0.523948 0.678520
1379 0.523568 0.678753
1380 0.523188 0.678986
1381 0.522810 0.678494
1382 0.523155 0.678726
1383 0.522777 0.678236
1384 0.522399 0.678468
1385 0.522744 0.678700
1386 0.523088 0.678211
1387 0.522711 0.677722
1388 0.523055 0.677233
1389 0.522678 0.677466
1390 0.523022 0.677698
1391 0.523364 0.677211
1392 0.522989 0.676724
1393 0.522613 0.676956
1394 0.522956 0.677188
1395 0.523297 0.677419
1396 0.523639 0.676934
1397 0.523264 0.676450
1398 0.523605 0.676681
1399 0.523231 0.676912
1400 0.523571 0.677143
1401 0.523198 0.676660
1402 0.523538 0.676890
1403 0.523165 0.676408
1404 0.522792 0.676638
1405 0.523132 0.676868
1406 0.523471 0.676387
1407 0.523099 0.675906
1408 0.522727 0.676136
1409 0.522356 0.676366
1410 0.522695 0.676596
1411 0.523033 0.676116
1412 0.522663 0.676346
1413 0.522293 0.676575
1414 0.521924 0.676803
1415 0.522261 0.677032
1416 0.521893 0.677260
1417 0.521524 0.676782
1418 0.521862 0.677010
1419 0.521494 0.677237
1420 0.521127 0.676761
1421 0.521464 0.676988
1422 0.521097 0.677215
1423 0.520731 0.677442
1424 0.521067 0.677669
1425 0.520702 0.677895
1426 0.520337 0.678121
1427 0.519972 0.678346
1428 0.520308 0.678571
1429 0.519944 0.678097
1430 0.520280 0.677622
1431 0.519916 0.677848
1432 0.520251 0.677374
1433 0.520586 0.677599
1434 0.520921 0.677824
1435 0.520557 0.678049
1436 0.520891 0.678273
1437 0.520529 0.678497
1438 0.520167 0.678720
1439 0.520500 0.678944
1440 0.520833 0.679167
1441 0.521166 0.679389
1442 0.520804 0.679612
1443 0.521137 0.679141
1444 0.520776 0.679363
1445 0.521107 0.679585
1446 0.521438 0.679806
1447 0.521078 0.680028
1448 0.520718 0.680249
1449 0.521049 0.679779
1450 0.521379 0.679310
1451 0.521020 0.678842
1452 0.521350 0.679063
1453 0.520991 0.679284
1454 0.520633 0.679505
1455 0.520275 0.679725
1456 0.519918 0.679945
1457 0.519561 0.680165
1458 0.519890 0.680384
1459 0.519534 0.679918
1460 0.519863 0.680137
1461 0.520192 0.680356
1462 0.519836 0.679891
1463 0.519481 0.680109
1464 0.519809 0.679645
1465 0.520137 0.679181
1466 0.520464 0.679400
1467 0.520791 0.678937
1468 0.520436 0.679155
1469 0.520762 0.679374
1470 0.520408 0.679592
1471 0.520054 0.679810
1472 0.519701 0.680027
1473 0.520027 0.680244
1474 0.520353 0.679783
1475 0.520000 0.680000
1476 0.519648 0.679539
1477 0.519296 0.679756
1478 0.519621 0.679973
1479 0.519946 0.679513
1480 0.520270 0.679730
1481 0.519919 0.679271
1482 0.520243 0.679487
1483 0.519892 0.679029
1484 0.519542 0.679245
1485 0.519192 0.678788
1486 0.518843 0.678331
1487 0.518494 0.678547
1488 0.518817 0.678091
1489 0.519140 0.678308
1490 0.519463 0.678523
1491 0.519785 0.678739
1492 0.520107 0.678954
1493 0.520429 0.679169
1494 0.520080 0.679384
1495 0.520401 0.679599
1496 0.520722 0.679144
1497 0.520374 0.678691
1498 0.520694 0.678238
1499 0.521014 0.677785
1500 0.520667 0.678000
1501 0.520986 0.678215
1502 0.520639 0.677763
1503 0.520958 0.677977
1504 0.520612 0.678191
1505 0.520930 0.678405
1506 0.521248 0.678619
1507 0.520902 0.678832
1508 0.521220 0.678382
1509 0.521537 0.678595
1510 0.521854 0.678808
1511 0.522171 0.679021
1512 0.522487 0.678571
1513 0.522802 0.678784
1514 0.523118 0.678996
1515 0.522772 0.679208
1516 0.522427 0.679420
1517 0.522742 0.679631
1518 0.522398 0.679842
1519 0.522054 0.680053
1520 0.522368 0.679605
1521 0.522025 0.679816
1522 0.522339 0.679369
1523 0.521996 0.679580
1524 0.521654 0.679134
1525 0.521311 0.679344
1526 0.520970 0.679554
1527 0.520629 0.679764
1528 0.520288 0.679319
1529 0.519948 0.679529
1530 0.519608 0.679739
1531 0.519268 0.679295
1532 0.519582 0.678851
1533 0.519243 0.679061
1534 0.518905 0.678618
1535 0.518567 0.678176
1536 0.518229 0.678385
1537 0.518543 0.677944
1538 0.518205 0.678153
1539 0.517869 0.678363
1540 0.517532 0.678571
1541 0.517197 0.678780
1542 0.517510 0.678988
1543 0.517822 0.679196
1544 0.517487 0.679404
1545 0.517799 0.679612
1546 0.517464 0.679819
1547 0.517776 0.680026
1548 0.517442 0.680233
1549 0.517108 0.679793
1550 0.516774 0.680000
1551 0.517086 0.680206
1552 0.517397 0.680412
1553 0.517708 0.680618
1554 0.517375 0.680180
1555 0.517685 0.680386
1556 0.517995 0.680591
1557 0.517662 0.680154
1558 0.517972 0.680359
1559 0.518281 0.679923
1560 0.518590 0.680128
1561 0.518898 0.680333
1562 0.519206 0.680538
1563 0.518874 0.680742
1564 0.519182 0.680946
1565 0.518850 0.681150
1566 0.518519 0.681354
1567 0.518188 0.681557
1568 0.517857 0.681760
1569 0.518164 0.681963
1570 0.518471 0.682166
1571 0.518141 0.681731
1572 0.518448 0.681934
1573 0.518118 0.682136
1574 0.517789 0.682338
1575 0.518095 0.681905
1576 0.518401 0.682107
1577 0.518706 0.681674
1578 0.519011 0.681242
1579 0.518683 0.680811
1580 0.518354 0.680380
1581 0.518659 0.680582
1582 0.518331 0.680152
1583 0.518636 0.680354
1584 0.518939 0.680556
1585 0.519243 0.680757
1586 0.519546 0.680328
1587 0.519219 0.680529
1588 0.518892 0.680730
1589 0.519194 0.680931
1590 0.519497 0.681132
1591 0.519170 0.681332
1592 0.518844 0.681533
1593 0.518519 0.681733
1594 0.518193 0.681305
1595 0.517868 0.681505
1596 0.517544 0.681704
1597 0.517846 0.681904
1598 0.518148 0.682103
1599 0.518449 0.681676
1600 0.518125 0.681250
1601 0.517801 0.681449
1602 0.517478 0.681648
1603 0.517779 0.681223
1604 0.517456 0.681421
1605 0.517134 0.680997
1606 0.517435 0.681196
1607 0.517735 0.681394
1608 0.518035 0.681592
1609 0.518334 0.681790
1610 0.518012 0.681988
1611 0.518312 0.682185
1612 0.517990 0.682382
1613 0.517669 0.682579
1614 0.517968 0.682156
1615 0.517647 0.682353
1616 0.517327 0.681931
1617 0.517007 0.682127
1618 0.517305 0.682324
1619 0.516986 0.682520
1620 0.517284 0.682716
1621 0.516965 0.682295
1622 0.516646 0.681874
1623 0.516944 0.682070
1624 0.516626 0.682266
1625 0.516923 0.682462
1626 0.517220 0.682657
1627 0.516902 0.682852
1628 0.516585 0.683047
1629 0.516882 0.683241
1630 0.516564 0.682822
1631 0.516248 0.683017
1632 0.515931 0.682598
1633 0.516228 0.682792
1634 0.516524 0.682375
1635 0.516208 0.681957
1636 0.515892 0.682152
1637 0.515577 0.682346
1638 0.515873 0.682540
1639 0.515558 0.682733
1640 0.515244 0.682927
1641 0.515539 0.682511
1642 0.515225 0.682704
1643 0.514912 0.682897
1644 0.515207 0.683090
1645 0.514894 0.683283
1646 0.514581 0.683475
1647 0.514876 0.683060
1648 0.514563 0.683252
1649 0.514251 0.683445
1650 0.513939 0.683636
1651 0.513628 0.683222
1652 0.513923 0.683414
1653 0.514217 0.683606
1654 0.514510 0.683797
1655 0.514804 0.683988
1656 0.514493 0.684179
1657 0.514786 0.684369
1658 0.515078 0.684560
1659 0.515371 0.684750
1660 0.515663 0.684940
1661 0.515352 0.684527
1662 0.515644 0.684116
1663 0.515334 0.684305
1664 0.515625 0.683894
1665 0.515315 0.684084
1666 0.515606 0.684274
1667 0.515897 0.684463
1668 0.515588 0.684053
1669 0.515279 0.683643
1670 0.515569 0.683832
1671 0.515859 0.684022
1672 0.515550 0.684211
1673 0.515242 0.684399
1674 0.514934 0.684588
1675 0.514627 0.684776
1676 0.514320 0.684964
1677 0.514013 0.684556
1678 0.513707 0.684744
1679 0.513996 0.684932
1680 0.514286 0.685119
1681 0.513980 0.685306
1682 0.513674 0.685493
1683 0.513369 0.685680
1684 0.513658 0.685867
1685 0.513947 0.685460
1686 0.513642 0.685053
1687 0.513930 0.685240
1688 0.513626 0.685427
1689 0.513914 0.685613
1690 0.514201 0.685799
1691 0.513897 0.685985
1692 0.513593 0.686170
1693 0.513881 0.686356
1694 0.513577 0.686541
1695 0.513274 0.686726
1696 0.512972 0.686910
1697 0.513259 0.686506
1698 0.513545 0.686690
1699 0.513243 0.686286
1700 0.512941 0.686471
1701 0.513228 0.686067
1702 0.512926 0.686251
1703 0.512625 0.686436
1704 0.512324 0.686033
1705 0.512610 0.686217
1706 0.512309 0.685815
1707 0.512009 0.685999
1708 0.512295 0.686183
1709 0.511995 0.685781
1710 0.512281 0.685965
1711 0.512566 0.686148
1712 0.512266 0.686332
1713 0.512551 0.685931
1714 0.512252 0.686114
1715 0.512536 0.685714
1716 0.512821 0.685315
1717 0.512522 0.685498
1718 0.512224 0.685099
1719 0.512507 0.684700
1720 0.512209 0.684302
1721 0.512493 0.683905
1722 0.512776 0.683508
1723 0.513059 0.683691
1724 0.513341 0.683875
1725 0.513043 0.683478
1726 0.512746 0.683662
1727 0.513028 0.683845
1728 0.513310 0.683449
1729 0.513013 0.683632
1730 0.513295 0.683237
1731 0.512998 0.682842
1732 0.512702 0.682448
1733 0.512983 0.682631
1734 0.512687 0.682814
1735 0.512968 0.682997
1736 0.512673 0.683180
1737 0.512378 0.683362
1738 0.512083 0.682969
1739 0.511788 0.683151
1740 0.511494 0.683333
1741 0.511200 0.683515
1742 0.511481 0.683123
1743 0.511188 0.683305
1744 0.510894 0.682913
1745 0.510602 0.683095
1746 0.510309 0.683276
1747 0.510017 0.683457
1748 0.509725 0.683066
1749 0.509434 0.683248
1750 0.509143 0.682857
1751 0.508852 0.683038
1752 0.508562 0.683219
1753 0.508842 0.683400
1754 0.509122 0.683010
1755 0.508832 0.683191
1756 0.509112 0.683371
1757 0.508822 0.683552
1758 0.508532 0.683732
1759 0.508243 0.683343
1760 0.508523 0.682955
1761 0.508234 0.682567
1762 0.508513 0.682179
1763 0.508225 0.682360
1764 0.508503 0.681973
1765 0.508782 0.681586
1766 0.508494 0.681200
1767 0.508772 0.681381
1768 0.509050 0.681561
1769 0.509327 0.681741
1770 0.509040 0.681921
1771 0.508752 0.682101
1772 0.508465 0.682280
1773 0.508742 0.681895
1774 0.509019 0.682074
1775 0.509296 0.681690
1776 0.509572 0.681869
1777 0.509848 0.681486
1778 0.510124 0.681665
1779 0.510399 0.681282
1780 0.510112 0.680899
1781 0.509826 0.680517
1782 0.509540 0.680696
1783 0.509815 0.680314
1784 0.510090 0.680493
1785 0.510364 0.680672
1786 0.510078 0.680851
1787 0.510353 0.681030
1788 0.510626 0.681208
1789 0.510341 0.681386
1790 0.510056 0.681006
1791 0.509771 0.681184
1792 0.510045 0.681362
1793 0.509760 0.681539
1794 0.509476 0.681717
1795 0.509192 0.681894
1796 0.509465 0.681514
1797 0.509182 0.681692
1798 0.508899 0.681313
1799 0.509172 0.680934
1800 0.508889 0.680556
1801 0.509162 0.680733
1802 0.509434 0.680910
1803 0.509706 0.681087
1804 0.509424 0.680710
1805 0.509141 0.680332
1806 0.509413 0.680509
1807 0.509685 0.680686
1808 0.509956 0.680863
1809 0.509674 0.680486
1810 0.509392 0.680663
1811 0.509111 0.680839
1812 0.509382 0.681015
1813 0.509653 0.681191
1814 0.509372 0.681367
1815 0.509091 0.681543
1816 0.508811 0.681718
1817 0.508531 0.681343
1818 0.508801 0.681518
1819 0.509071 0.681693
1820 0.509341 0.681319
1821 0.509061 0.681494
1822 0.508782 0.681668
1823 0.509051 0.681843
1824 0.509320 0.682018
1825 0.509589 0.681644
1826 0.509858 0.681818
1827 0.509579 0.681992
1828 0.509300 0.682166
1829 0.509021 0.682340
1830 0.508743 0.682514
1831 0.509011 0.682141
1832 0.509279 0.681769
1833 0.509547 0.681397
1834 0.509269 0.681570
1835 0.508992 0.681744
1836 0.508715 0.681917
1837 0.508982 0.682090
1838 0.508705 0.682263
1839 0.508428 0.682436
1840 0.508696 0.682609
1841 0.508963 0.682781
1842 0.509229 0.682953
1843 0.509495 0.683125
1844 0.509761 0.683297
1845 0.509485 0.683469
1846 0.509751 0.683099
1847 0.510016 0.683270
1848 0.510281 0.683442
1849 0.510546 0.683613
1850 0.510270 0.683784
1851 0.510535 0.683955
1852 0.510799 0.684125
1853 0.510523 0.684296
1854 0.510787 0.683927
1855 0.511051 0.684097
1856 0.511315 0.684267
1857 0.511578 0.684437
1858 0.511302 0.684607
1859 0.511565 0.684777
1860 0.511290 0.684409
1861 0.511553 0.684578
1862 0.511815 0.684748
1863 0.512077 0.684380
1864 0.511803 0.684549
1865 0.512064 0.684182
1866 0.512326 0.684352
1867 0.512587 0.684521
1868 0.512848 0.684690
1869 0.513109 0.684323
1870 0.512834 0.684492
1871 0.513095 0.684126
1872 0.512821 0.683761
1873 0.513081 0.683930
1874 0.512807 0.684098
1875 0.513067 0.683733
1876 0.512793 0.683902
1877 0.513053 0.684070
1878 0.512780 0.684239
1879 0.512507 0.684407
1880 0.512766 0.684574
1881 0.512493 0.684742
1882 0.512752 0.684910
1883 0.513011 0.685077
1884 0.513270 0.684713
1885 0.513528 0.684881
1886 0.513256 0.685048
1887 0.513514 0.685215
1888 0.513242 0.685381
1889 0.512970 0.685548
1890 0.512698 0.685714
1891 0.512427 0.685352
1892 0.512685 0.685518
1893 0.512942 0.685684
1894 0.512672 0.685322
1895 0.512401 0.685488
1896 0.512131 0.685127
1897 0.512388 0.685293
1898 0.512645 0.685458
1899 0.512375 0.685097
1900 0.512632 0.685263
1901 0.512362 0.685429
1902 0.512618 0.685594
1903 0.512349 0.685759
1904 0.512605 0.685924
1905 0.512861 0.686089
1906 0.513116 0.685729
1907 0.513372 0.685370
1908 0.513103 0.685535
1909 0.512834 0.685699
1910 0.513089 0.685864
1911 0.512821 0.686028
1912 0.512552 0.685669
1913 0.512284 0.685834
1914 0.512539 0.685475
1915 0.512272 0.685640
1916 0.512004 0.685282
1917 0.512259 0.684924
1918 0.512513 0.684567
1919 0.512767 0.684732
1920 0.512500 0.684896
1921 0.512754 0.685060
1922 0.513007 0.685224
1923 0.513261 0.685387
1924 0.513514 0.685551
1925 0.513247 0.685714
1926 0.513499 0.685877
1927 0.513752 0.686040
1928 0.513485 0.685685
1929 0.513219 0.685848
1930 0.513472 0.685492
1931 0.513206 0.685655
1932 0.512940 0.685818
1933 0.512675 0.685980
1934 0.512927 0.685626
1935 0.513178 0.685788
1936 0.513430 0.685950
1937 0.513681 0.686113
1938 0.513932 0.686275
1939 0.514183 0.686436
1940 0.513918 0.686598
1941 0.514168 0.686759
1942 0.513903 0.686921
1943 0.513639 0.687082
1944 0.513374 0.686728
1945 0.513111 0.686889
1946 0.513361 0.687050
1947 0.513611 0.687211
1948 0.513860 0.687372
1949 0.513597 0.687532
1950 0.513333 0.687179
1951 0.513070 0.686827
1952 0.513320 0.686988
1953 0.513569 0.687148
1954 0.513818 0.687308
1955 0.513555 0.686957
1956 0.513804 0.687117
1957 0.513541 0.687276
1958 0.513790 0.687436
1959 0.513527 0.687596
1960 0.513265 0.687755
1961 0.513514 0.687914
1962 0.513761 0.688073
1963 0.513500 0.687723
1964 0.513747 0.687373
1965 0.513486 0.687023
1966 0.513225 0.686673
1967 0.513472 0.686833
1968 0.513720 0.686992
1969 0.513459 0.687151
1970 0.513706 0.686802
1971 0.513445 0.686961
1972 0.513185 0.687120
1973 0.513431 0.686771
1974 0.513171 0.686424
1975 0.512911 0.686582
1976 0.513158 0.686741
1977 0.512898 0.686899
1978 0.513145 0.687058
1979 0.512885 0.686710
1980 0.512626 0.686869
1981 0.512367 0.687027
1982 0.512109 0.687185
1983 0.512355 0.687342
1984 0.512601 0.687500
1985 0.512343 0.687154
1986 0.512588 0.686808
1987 0.512330 0.686965
1988 0.512072 0.686620
1989 0.512318 0.686275
1990 0.512563 0.686432
1991 0.512808 0.686590
1992 0.512550 0.686747
1993 0.512293 0.686904
1994 0.512538 0.687061
1995 0.512281 0.687218
1996 0.512525 0.687375
1997 0.512769 0.687531
1998 0.512513 0.687187
1999 0.512756 0.687344
2000 0.512500 0.687000
2001 0.512244 0.687156
2002 0.511988 0.687313
2003 0.511732 0.687469
2004 0.511477 0.687625
2005 0.511721 0.687781
2006 0.511964 0.687936
2007 0.512207 0.688092
2008 0.512450 0.687749
2009 0.512195 0.687904
2010 0.512438 0.688060
2011 0.512680 0.688215
2012 0.512425 0.688370
2013 0.512668 0.688525
2014 0.512413 0.688679
2015 0.512159 0.688337
2016 0.511905 0.688492
2017 0.511651 0.688151
2018 0.511397 0.688305
2019 0.511639 0.688460
2020 0.511386 0.688119
2021 0.511133 0.688273
2022 0.510880 0.688427
2023 0.511122 0.688581
2024 0.511364 0.688735
2025 0.511605 0.688889
2026 0.511846 0.689042
2027 0.512087 0.689196
2028 0.511834 0.689349
2029 0.512075 0.689502
2030 0.511823 0.689655
2031 0.512063 0.689316
2032 0.511811 0.689469
2033 0.512051 0.689621
2034 0.511799 0.689282
2035 0.512039 0.689435
2036 0.512279 0.689096
2037 0.512518 0.689249
2038 0.512267 0.689401
2039 0.512016 0.689554
2040 0.511765 0.689216
2041 0.511514 0.688878
2042 0.511263 0.689030
2043 0.511503 0.689183
2044 0.511252 0.689335
2045 0.511491 0.689487
2046 0.511241 0.689638
2047 0.511480 0.689301
2048 0.511230 0.688965
2049 0.510981 0.689117
2050 0.511220 0.688780
2051 0.510970 0.688445
2052 0.511209 0.688109
2053 0.510960 0.688261
2054 0.511198 0.688413
2055 0.511436 0.688078
2056 0.511187 0.687743
2057 0.511424 0.687895
2058 0.511176 0.687561
2059 0.511413 0.687712
2060 0.511165 0.687379
2061 0.510917 0.687530
2062 0.510669 0.687682
2063 0.510422 0.687833
2064 0.510174 0.687500
2065 0.509927 0.687167
2066 0.510165 0.687318
2067 0.509918 0.686986
2068 0.509671 0.687137
2069 0.509425 0.686805
2070 0.509179 0.686957
2071 0.509416 0.687108
2072 0.509653 0.687259
2073 0.509889 0.686927
2074 0.509643 0.687078
2075 0.509398 0.687229
2076 0.509152 0.687380
2077 0.509389 0.687049
2078 0.509143 0.686718
2079 0.509380 0.686869
2080 0.509135 0.687019
2081 0.508890 0.687170
2082 0.508646 0.686840
2083 0.508401 0.686990
2084 0.508157 0.686660
2085 0.508393 0.686811
2086 0.508629 0.686481
2087 0.508864 0.686632
2088 0.509100 0.686303
2089 0.509335 0.686453
2090 0.509569 0.686124
2091 0.509326 0.686275
2092 0.509082 0.686424
2093 0.509317 0.686574
2094 0.509551 0.686724
2095 0.509308 0.686396
2096 0.509065 0.686546
2097 0.508822 0.686695
2098 0.508580 0.686845
2099 0.508337 0.686994
2100 0.508571 0.686667
2101 0.508805 0.686816
2102 0.508563 0.686489
2103 0.508321 0.686163
2104 0.508080 0.686312
2105 0.507838 0.686461
2106 0.507597 0.686135
2107 0.507356 0.686284
2108 0.507116 0.686433
2109 0.507349 0.686107
2110 0.507583 0.686256
2111 0.507342 0.685931
2112 0.507102 0.686080
2113 0.507336 0.685755
2114 0.507569 0.685904
2115 0.507801 0.685579
2116 0.508034 0.685728
2117 0.508266 0.685404
2118 0.508026 0.685080
2119 0.508259 0.685229
2120 0.508019 0.684906
2121 0.508251 0.684583
2122 0.508011 0.684731
2123 0.508243 0.684409
2124 0.508475 0.684087
2125 0.508706 0.683765
2126 0.508467 0.683913
2127 0.508698 0.684062
2128 0.508459 0.684211
2129 0.508220 0.684359
2130 0.508451 0.684507
2131 0.508212 0.684655
2132 0.508443 0.684803
2133 0.508673 0.684482
2134 0.508903 0.684161
2135 0.509133 0.683841
2136 0.509363 0.683521
2137 0.509593 0.683201
2138 0.509822 0.683349
2139 0.510051 0.683029
2140 0.509813 0.682710
2141 0.509575 0.682858
2142 0.509337 0.683007
2143 0.509099 0.682688
2144 0.509328 0.682836
2145 0.509091 0.682984
2146 0.508854 0.682665
2147 0.509082 0.682813
2148 0.509311 0.682961
2149 0.509539 0.683108
2150 0.509767 0.683256
2151 0.509530 0.683403
2152 0.509294 0.683550
2153 0.509522 0.683697
2154 0.509285 0.683380
2155 0.509513 0.683527
2156 0.509740 0.683673
2157 0.509968 0.683820
2158 0.510195 0.683967
2159 0.509958 0.684113
2160 0.510185 0.683796
2161 0.510412 0.683943
2162 0.510638 0.684089
2163 0.510402 0.684235
2164 0.510166 0.683919
2165 0.510393 0.684065
2166 0.510157 0.684211
2167 0.510383 0.684356
2168 0.510609 0.684502
2169 0.510834 0.684647
2170 0.511060 0.684793
2171 0.511285 0.684938
2172 0.511510 0.685083
2173 0.511735 0.684768
2174 0.511960 0.684913
2175 0.512184 0.685057
2176 0.511949 0.685202
2177 0.512173 0.685347
2178 0.511938 0.685491
2179 0.511703 0.685177
2180 0.511927 0.684862
2181 0.511692 0.685007
2182 0.511457 0.684693
2183 0.511681 0.684379
2184 0.511447 0.684524
2185 0.511213 0.684211
2186 0.511436 0.684355
2187 0.511203 0.684499
2188 0.510969 0.684644
2189 0.511192 0.684331
2190 0.510959 0.684018
2191 0.510726 0.684162
2192 0.510493 0.684307
2193 0.510260 0.684451
2194 0.510483 0.684594
2195 0.510251 0.684738
2196 0.510018 0.684426
2197 0.509786 0.684570
2198 0.509554 0.684713
2199 0.509777 0.684857
2200 0.510000 0.685000
2201 0.510223 0.685143
2202 0.509991 0.685286
2203 0.509759 0.685429
2204 0.509528 0.685572
2205 0.509297 0.685714
2206 0.509519 0.685857
2207 0.509742 0.685999
2208 0.509964 0.686141
2209 0.509733 0.686283
2210 0.509502 0.686425
2211 0.509272 0.686567
2212 0.509494 0.686709
2213 0.509263 0.686850
2214 0.509485 0.686540
2215 0.509255 0.686682
2216 0.509025 0.686823
2217 0.509247 0.686513
2218 0.509468 0.686655
2219 0.509238 0.686796
2220 0.509459 0.686937
2221 0.509680 0.687078
2222 0.509901 0.687219
2223 0.510121 0.686910
2224 0.510342 0.686601
2225 0.510112 0.686742
2226 0.510332 0.686433
